comment,id,toxic,severe_toxic,threat,insult,identity_hate,gaslight,manipulation
Youre nothing without my support,gen_456,0,0,1,0,0,0,1
Youre the reason we have problems,gen_457,0,0,0,0,1,0,0
Every time you speak the room gets dumber,gen_458,1,0,0,0,0,0,0
Youre irrelevant and annoying,gen_459,0,0,0,1,1,0,1
You look like a mistake,gen_460,0,0,0,1,0,0,0
I cant believe anyone tolerates you,gen_461,1,0,0,0,0,0,0
Youre a disgrace to your religion,gen_462,0,0,0,0,1,0,0
No one wants you around just leave,gen_463,1,0,0,0,0,0,0
Ill ruin you if you speak again,gen_464,0,0,1,1,0,0,0
Theres no cure for how pathetic you are,gen_465,0,1,1,0,0,0,0
Youre being dramatic for no reason,gen_466,0,1,0,0,0,1,0
Youre polluting our culture,gen_467,0,0,1,1,1,0,0
No one takes you seriously for a reason,gen_468,0,0,0,1,0,0,0
Youre lucky I even talk to you,gen_469,0,0,0,0,0,0,1
We dont need your kind here,gen_470,0,0,0,0,1,0,0
Go die in a ditch nobody cares about you,gen_471,0,1,0,0,0,0,0
You all are just criminals in disguise,gen_472,0,0,0,0,1,0,0
I never said thatyoure confused again,gen_473,0,0,0,0,0,0,1
If you really loved me youd prove it,gen_474,0,0,1,1,0,0,1
Youre remembering it wrong I was right,gen_475,0,0,0,0,0,1,0
Go die in a ditch nobody cares about you,gen_476,0,1,0,0,0,0,0
No one wants you around just leave,gen_477,1,0,0,0,0,0,0
You wont survive whats coming next,gen_478,0,0,1,0,0,0,0
Youre the reason everyone is miserable,gen_479,1,0,0,0,0,0,0
Youre a disgrace to your religion,gen_480,0,0,0,0,1,0,0
Youre remembering it wrong I was right,gen_481,0,0,0,0,0,1,0
Youre so dumb its painful to watch,gen_482,1,0,0,0,0,0,0
Youre a walking joke,gen_483,0,0,0,1,0,0,0
Your time is running out,gen_484,0,0,1,1,0,0,0
We dont need your kind here,gen_485,0,0,0,0,1,0,0
Why do you always play the victim better,gen_486,0,0,0,0,0,1,1
I will break everything you love,gen_487,1,0,1,1,0,0,0
People talk behind your back for a reason,gen_488,1,0,0,0,0,0,0
Youre polluting our culture,gen_489,0,0,0,0,1,0,0
Youre lucky I even talk to you,gen_490,0,0,0,1,0,0,1
They only like you because I told them to,gen_491,0,0,0,0,0,0,1
How do you even live with yourself day,gen_492,0,0,0,1,0,0,0
You wont survive whats coming next,gen_493,0,1,1,0,0,0,0
Youre lucky I even talk to you,gen_494,0,0,0,1,0,0,1
You make me sick to my stomach,gen_495,0,1,0,0,0,1,0
Youre a waste of oxygen,gen_496,0,1,0,0,0,0,0
You made me act this way,gen_497,0,1,0,0,1,0,1
Your existence is a burden to others,gen_498,1,0,0,0,0,0,0
You all are just criminals in disguise,gen_499,1,0,0,1,1,0,0
I cant believe anyone tolerates you,gen_500,1,0,1,0,0,0,0
I never said thatyoure confused again,gen_501,0,0,0,0,0,0,1
Youre so fake its embarrassing,gen_502,0,1,0,1,0,0,0
People like you dont belong here,gen_503,0,0,0,0,1,0,0
Why do you always play the victim my,gen_504,0,0,0,0,0,1,0
Youre pure trash and should be treated as such,gen_505,0,1,0,1,0,0,0
I hope you get what you deservepain,gen_506,0,1,0,0,0,0,0
If you really loved me youd prove it,gen_507,0,0,0,0,0,0,1
You look like a mistake,gen_508,0,0,0,1,0,0,0
No one takes you seriously for a reason,gen_509,0,0,0,1,0,0,0
Youre the reason we have problems,gen_510,0,0,0,0,1,0,0
Keep talking and youll see what happens,gen_511,0,0,1,0,0,0,0
You look like a mistake,gen_512,0,0,0,1,1,0,1
Ill ruin you if you speak again,gen_513,0,0,1,0,1,0,0
Youre disgusting inside and out,gen_514,1,0,0,0,0,0,0
We dont need your kind here,gen_515,0,0,0,0,1,0,0
You all are just criminals in disguise,gen_516,0,0,0,0,1,0,0
I will break everything you love,gen_517,0,1,1,0,0,0,0
Youre so fake its embarrassing,gen_518,0,0,1,1,0,0,1
How do you even live with yourself painting,gen_519,0,0,0,1,0,0,0
Youre nothing but a failure,gen_520,1,0,0,0,0,0,0
You should be deported,gen_521,0,0,1,0,1,0,1
If you really loved me youd prove it,gen_522,0,0,1,0,0,1,1
Youre the definition of pathetic,gen_523,1,0,0,0,0,0,0
We dont need your kind here,gen_524,0,0,0,0,1,0,0
Youre too dumb to realize how dumb you are,gen_525,0,0,0,1,0,1,0
Youre too dumb to realize how dumb you are,gen_526,0,0,0,1,1,0,0
Stop twisting my words,gen_527,1,0,1,0,0,1,0
You made me act this way,gen_528,0,0,0,0,0,0,1
You wont survive whats coming next,gen_529,1,0,1,0,0,1,0
I hope you get what you deservepain,gen_530,0,1,1,0,0,0,0
Your existence is offensive,gen_531,0,0,0,0,1,0,0
Go back to your own kind,gen_532,1,0,0,0,1,0,0
Youre just being paranoid again,gen_533,0,0,0,0,0,1,0
I never said thatyou must be imagining things,gen_534,0,1,0,0,0,1,0
Even trash has more value than you,gen_535,0,0,0,1,0,0,0
Youre dead if I ever see you,gen_536,0,0,1,0,0,0,0
Youre so fake its embarrassing,gen_537,0,0,0,1,0,0,0
Youre the reason we have problems,gen_538,1,0,0,0,1,1,0
Youre a disgrace to your religion,gen_539,0,0,0,0,1,0,0
Youre overreacting like always,gen_540,0,0,0,0,0,1,0
Youre the reason we have problems,gen_541,0,0,0,0,1,0,0
Youre polluting our culture,gen_542,0,0,0,0,1,0,0
We dont need your kind here,gen_543,0,0,0,0,1,1,0
Youre pure trash and should be treated as such,gen_544,0,1,0,0,1,1,0
You look like a mistake,gen_545,0,0,0,1,0,0,0
Go back to your own kind,gen_546,0,0,0,0,1,0,0
Ive hurt worse people than you,gen_547,0,0,1,0,0,0,0
I hope you get what you deservepain,gen_548,0,1,0,0,0,0,0
Ive hurt worse people than you,gen_549,0,0,1,0,0,0,0
You all are just criminals in disguise,gen_550,0,0,0,0,1,0,0
Dont forget I know where you live,gen_551,0,0,1,0,0,1,0
No one takes you seriously for a reason,gen_552,0,0,0,1,0,0,0
Youre what happens when failure has a face,gen_553,0,0,1,1,0,0,0
Youre not making any sense,gen_554,0,0,0,0,0,1,0
Theres no cure for how pathetic you are,gen_555,0,1,1,0,0,1,0
Everyone would be better off without you,gen_556,0,1,0,0,0,0,0
One day youll regret crossing me,gen_557,0,0,1,0,0,0,0
You all are just criminals in disguise,gen_558,0,0,0,0,1,0,0
Youre the reason we have problems,gen_559,0,0,0,0,1,1,0
Your race is the problem with this country,gen_560,0,0,0,0,1,0,0
Everyone thinks youre the problem not me,gen_561,0,0,0,0,0,0,1
Go back to your own kind,gen_562,0,0,1,0,1,1,0
Youre the reason everyone is miserable,gen_563,1,0,0,0,0,0,0
You wont survive whats coming next,gen_564,0,0,1,0,0,0,0
Youre nothing but a failure,gen_565,1,0,0,0,0,0,0
Youre the reason we have problems,gen_566,0,0,0,0,1,0,0
Youre nothing without my support,gen_567,1,0,0,1,0,0,1
You deserve everything bad coming your way,gen_568,0,1,1,0,0,1,0
Youre a walking joke,gen_569,0,0,0,1,0,0,0
Youre disgusting inside and out,gen_570,1,0,0,0,0,0,0
Hope your life stays miserable forever,gen_571,0,1,0,0,0,1,0
Go back to your own kind,gen_572,0,0,0,1,1,1,0
Youre the reason we have problems,gen_573,0,0,0,0,1,0,0
Youre so fake its embarrassing,gen_574,0,0,0,1,0,0,0
One day youll regret crossing me,gen_575,0,1,1,0,0,1,0
People laugh at you not with you,gen_576,0,0,0,1,0,0,0
Everyone thinks youre the problem not me,gen_577,0,0,0,0,1,0,1
Even trash has more value than you,gen_578,0,0,0,1,0,0,0
Youre so dumb its painful to watch,gen_579,1,1,1,0,0,0,0
Youre remembering it wrong I was right,gen_580,0,0,0,0,0,1,0
Youre overreacting like always,gen_581,1,0,0,0,0,1,0
Hope your life stays miserable forever,gen_582,0,1,0,0,0,0,0
Your existence is offensive,gen_583,0,0,0,0,1,1,0
Youre a waste of oxygen,gen_584,0,1,0,0,0,0,0
Its not abuse youre just sensitive,gen_585,0,0,0,0,0,1,0
You shouldve never been born,gen_586,0,1,0,0,0,0,0
Theres no cure for how pathetic you are,gen_587,0,1,0,0,0,0,0
Your existence is a burden to others,gen_588,1,0,0,0,0,0,0
No one else will ever care about you like I do,gen_589,0,0,0,1,0,0,1
One day youll regret crossing me,gen_590,0,0,1,0,0,0,0
You look like a mistake,gen_591,0,1,0,1,0,1,0
You shouldve never been born,gen_592,1,1,0,0,1,0,0
You look like a mistake,gen_593,0,1,0,1,0,0,0
Your race is the problem with this country,gen_594,0,0,0,0,1,0,0
Youre just being paranoid again,gen_595,0,0,0,0,0,1,0
Youre dead if I ever see you,gen_596,0,0,1,0,0,0,0
People talk behind your back for a reason,gen_597,1,0,0,0,0,0,0
Go die in a ditch nobody cares about you,gen_598,0,1,0,0,0,0,0
I will break everything you love,gen_599,0,0,1,0,0,0,0
Youre dead if I ever see you,gen_600,0,1,1,0,0,0,0
Youre the reason we have problems,gen_601,1,1,0,0,1,0,0
You made me act this way,gen_602,1,0,0,0,0,0,1
Youre not making any sense,gen_603,0,0,0,1,1,1,0
Youre lucky I even talk to you,gen_604,0,0,0,0,0,0,1
Youre the reason we have problems,gen_605,0,0,0,0,1,0,0
Youre lucky I even talk to you,gen_606,0,0,0,0,0,0,1
You look like a mistake,gen_607,0,0,0,1,0,0,0
Everyone would be better off without you,gen_608,0,1,0,0,0,0,0
They only like you because I told them to,gen_609,1,0,0,0,0,0,1
Im doing this for your own good,gen_610,1,0,0,1,0,0,1
I will break everything you love,gen_611,0,0,1,0,0,0,0
Youre just being paranoid again,gen_612,0,0,0,0,0,1,0
Youre disgusting inside and out,gen_613,1,0,0,0,0,0,0
Youre so fake its embarrassing,gen_614,0,0,0,1,0,0,0
Your existence is offensive,gen_615,0,0,0,0,1,0,0
Your existence is a burden to others,gen_616,1,0,0,0,0,0,0
Youre being dramatic for no reason,gen_617,0,0,0,0,0,1,0
Youre being dramatic for no reason,gen_618,0,0,0,0,0,1,0
Youre nothing but a failure,gen_619,1,0,0,0,0,0,0
Go back to your own kind,gen_620,0,0,0,0,1,0,0
You look like a mistake,gen_621,0,0,0,1,0,0,0
Youre disgusting inside and out,gen_622,1,0,0,0,0,0,0
Keep talking and youll see what happens,gen_623,0,0,1,0,0,0,0
Youre too dumb to realize how dumb you are,gen_624,0,0,0,1,0,0,0
Better sleep with one eye open,gen_625,0,0,1,1,0,0,0
I cant believe anyone tolerates you,gen_626,1,0,0,0,0,0,1
Youre too emotional calm down,gen_627,0,0,0,0,0,1,0
You make me sick to my stomach,gen_628,0,1,0,0,0,0,0
Go back to your own kind,gen_629,0,0,0,0,1,0,0
Youre too emotional calm down,gen_630,0,0,0,0,0,1,0
Your time is running out,gen_631,0,0,1,0,0,0,0
Keep talking and youll see what happens,gen_632,0,0,1,0,0,0,0
Your time is running out,gen_633,0,0,1,1,0,0,0
No one takes you seriously for a reason,gen_634,1,0,0,1,0,0,0
Why do you always play the victim drop,gen_635,0,0,0,0,0,1,0
Youre not making any sense,gen_636,0,0,0,0,0,1,0
No one else will ever care about you like I do,gen_637,0,0,0,0,0,0,1
I never said thatyoure confused again,gen_638,0,0,0,0,0,1,1
Youre so dumb its painful to watch,gen_639,1,0,0,0,0,1,0
If you really loved me youd prove it,gen_640,0,0,0,0,0,0,1
Youre just being paranoid again,gen_641,0,0,0,0,0,1,0
Better sleep with one eye open,gen_642,0,1,1,1,0,0,0
Youre polluting our culture,gen_643,0,0,0,0,1,0,0
Youre too emotional calm down,gen_644,0,0,0,0,0,1,0
Youre so fake its embarrassing,gen_645,0,0,0,1,0,0,0
No one takes you seriously for a reason,gen_646,0,0,0,1,0,0,0
You make me sick to my stomach,gen_647,0,1,0,0,0,0,0
Youre pure trash and should be treated as such,gen_648,0,1,0,0,0,0,1
Youre going to ruin everything if you speak up,gen_649,0,0,0,0,0,1,1
Hope your life stays miserable forever,gen_650,0,1,0,0,0,0,0
Youre the reason everyone is miserable,gen_651,1,0,0,0,0,0,0
No one else will ever care about you like I do,gen_652,0,0,0,0,0,0,1
I never said thatyou must be imagining things,gen_653,0,0,0,0,0,1,0
One day youll regret crossing me,gen_654,1,0,1,0,0,0,0
Youre nothing but a failure,gen_655,1,0,0,0,0,0,0
Youre being dramatic for no reason,gen_656,0,0,0,0,0,1,0
You all are just criminals in disguise,gen_657,0,0,0,0,1,0,0
Youre being dramatic for no reason,gen_658,0,0,0,0,0,1,1
Your time is running out,gen_659,0,0,1,0,0,0,0
Even trash has more value than you,gen_660,0,0,0,1,0,0,0
Youre not making any sense,gen_661,0,1,0,0,0,1,0
Youre so dumb its painful to watch,gen_662,1,0,0,0,0,0,0
I never said thatyoure confused again,gen_663,0,1,0,0,0,0,1
Go die in a ditch nobody cares about you,gen_664,0,1,0,0,0,0,0
Hope your life stays miserable forever,gen_665,0,1,0,1,1,0,0
I cant believe anyone tolerates you,gen_666,1,0,0,0,0,0,0
Youre a walking joke,gen_667,0,0,0,1,0,0,0
No one takes you seriously for a reason,gen_668,0,0,0,1,0,0,0
Ill ruin you if you speak again,gen_669,0,0,1,1,1,0,0
Youre a waste of oxygen,gen_670,0,1,0,0,0,0,0
We dont need your kind here,gen_671,0,1,0,0,1,0,0
Youre nothing but a failure,gen_672,1,0,0,0,0,0,0
Youre just being paranoid again,gen_673,0,0,0,0,1,1,0
Im doing this for your own good,gen_674,0,0,0,0,0,0,1
Stop twisting my words,gen_675,0,0,0,0,0,1,0
Youre polluting our culture,gen_676,0,1,0,1,1,0,0
You look like a mistake,gen_677,0,0,0,1,0,0,0
You should be deported,gen_678,0,0,0,0,1,0,0
I never said thatyoure confused again,gen_679,0,0,0,0,0,0,1
Every time you speak the room gets dumber,gen_680,1,0,0,0,0,0,0
Youre the reason we have problems,gen_681,0,0,0,0,1,0,0
I hope you get what you deservepain,gen_682,0,1,0,0,0,0,0
Youre what happens when failure has a face,gen_683,0,0,0,1,0,0,0
I hope you get what you deservepain,gen_684,0,1,0,0,0,0,0
Youre a disgrace to your religion,gen_685,0,0,0,0,1,1,0
You made me act this way,gen_686,0,0,0,0,0,0,1
You make me sick to my stomach,gen_687,0,1,1,0,0,0,0
One day youll regret crossing me,gen_688,0,0,1,0,0,0,0
They only like you because I told them to,gen_689,0,0,0,1,1,0,1
Even trash has more value than you,gen_690,0,0,0,1,0,0,0
Youre a waste of oxygen,gen_691,0,1,0,0,0,0,0
If you really loved me youd prove it,gen_692,0,0,0,0,0,0,1
Youre the definition of pathetic,gen_693,1,0,0,0,0,0,0
You should be deported,gen_694,0,0,0,0,1,0,0
Everyone thinks youre the problem not me,gen_695,0,0,0,0,0,0,1
You deserve everything bad coming your way,gen_696,0,1,0,0,0,0,0
Youre a waste of oxygen,gen_697,0,1,0,0,0,0,0
Youre so dumb its painful to watch,gen_698,1,1,0,0,0,0,1
You deserve everything bad coming your way,gen_699,0,1,0,0,0,0,0
You all are just criminals in disguise,gen_700,0,0,0,0,1,0,0
Youre disgusting inside and out,gen_701,1,0,0,0,0,0,0
People laugh at you not with you,gen_702,0,0,0,1,0,0,0
If you really loved me youd prove it,gen_703,0,0,1,0,0,0,1
You deserve everything bad coming your way,gen_704,0,1,0,0,0,0,0
Youre so fake its embarrassing,gen_705,0,0,0,1,0,0,0
I cant believe anyone tolerates you,gen_706,1,0,0,0,0,0,0
Youre nothing without my support,gen_707,0,0,0,0,1,0,1
Youre the reason everyone is miserable,gen_708,1,0,1,0,0,0,0
I never said thatyoure confused again,gen_709,0,0,0,0,0,0,1
Youre the reason we have problems,gen_710,0,0,0,0,1,0,0
People laugh at you not with you,gen_711,0,0,0,1,0,0,0
Youre overreacting like always,gen_712,0,0,0,1,0,1,0
Your time is running out,gen_713,0,0,1,1,1,0,0
Youre going to ruin everything if you speak up,gen_714,0,0,0,0,0,0,1
Youre the definition of pathetic,gen_715,1,1,0,0,0,1,0
Youre not making any sense,gen_716,0,0,0,0,0,1,1
Youre a disgrace to your religion,gen_717,0,0,0,0,1,0,0
Youre going to ruin everything if you speak up,gen_718,0,0,0,0,0,0,1
Go back to your own kind,gen_719,0,0,0,0,1,0,0
Youre disgusting inside and out,gen_720,1,0,0,0,0,0,0
Youre remembering it wrong I was right,gen_721,0,0,0,0,0,1,0
Your time is running out,gen_722,0,0,1,0,0,0,0
You wont survive whats coming next,gen_723,0,0,1,0,0,0,0
Even trash has more value than you,gen_724,1,0,0,1,1,0,0
Youre too dumb to realize how dumb you are,gen_725,0,0,0,1,0,0,0
Go die in a ditch nobody cares about you,gen_726,0,1,0,0,0,0,0
Youre a walking joke,gen_727,1,0,1,1,0,0,0
You made me act this way,gen_728,0,0,0,0,0,1,1
Youre being dramatic for no reason,gen_729,1,0,0,0,0,1,0
I will break everything you love,gen_730,0,0,1,0,0,0,0
You made me act this way,gen_731,0,0,0,0,1,1,1
We dont need your kind here,gen_732,0,0,0,0,1,0,0
Keep talking and youll see what happens,gen_733,0,0,1,0,0,0,0
Youre the reason everyone is miserable,gen_734,1,0,0,0,0,0,0
You all are just criminals in disguise,gen_735,0,0,0,0,1,0,0
They only like you because I told them to,gen_736,0,0,0,0,0,0,1
Your race is the problem with this country,gen_737,0,0,0,1,1,0,1
Theres no cure for how pathetic you are,gen_738,1,1,0,0,0,0,0
Your time is running out,gen_739,0,0,1,0,0,0,1
Everyone thinks youre the problem not me,gen_740,0,0,0,0,0,0,1
Even trash has more value than you,gen_741,0,0,1,1,0,0,0
Youre so fake its embarrassing,gen_742,0,0,0,1,0,0,0
You wont survive whats coming next,gen_743,0,0,1,1,0,0,0
One day youll regret crossing me,gen_744,0,0,1,0,1,0,1
Youre so dumb its painful to watch,gen_745,1,0,0,0,1,1,0
Youre the definition of pathetic,gen_746,1,1,0,0,0,0,0
Every time you speak the room gets dumber,gen_747,1,0,0,0,0,0,0
Youre going to ruin everything if you speak up,gen_748,0,0,0,0,0,0,1
Its not abuse youre just sensitive,gen_749,0,0,0,1,0,1,0
Im doing this for your own good,gen_750,0,0,0,0,0,0,1
Youre disgusting inside and out,gen_751,1,0,1,0,0,1,0
I will break everything you love,gen_752,0,0,1,0,0,0,0
Ill ruin you if you speak again,gen_753,0,0,1,0,0,0,0
No one wants you around just leave,gen_754,1,1,0,0,0,0,0
How do you even live with yourself water,gen_755,0,0,0,1,0,0,0
Youre the reason we have problems,gen_756,0,0,0,0,1,0,0
Better sleep with one eye open,gen_757,0,0,1,0,0,0,0
You all are just criminals in disguise,gen_758,0,0,0,0,1,0,0
Hope your life stays miserable forever,gen_759,0,1,0,0,0,0,0
No one takes you seriously for a reason,gen_760,0,0,0,1,0,0,0
Your existence is offensive,gen_761,1,0,1,0,1,0,0
Youre lucky I even talk to you,gen_762,0,0,0,0,0,0,1
Go back to your own kind,gen_763,0,0,0,0,1,0,0
Youre remembering it wrong I was right,gen_764,0,0,0,0,0,1,0
Youre nothing but a failure,gen_765,1,0,0,0,1,0,0
Youre so dumb its painful to watch,gen_766,1,0,0,0,1,0,0
Youre too dumb to realize how dumb you are,gen_767,0,0,0,1,0,0,0
Youre being dramatic for no reason,gen_768,0,0,0,0,0,1,0
I never said thatyou must be imagining things,gen_769,0,0,0,1,0,1,0
Youre pure trash and should be treated as such,gen_770,0,1,0,0,0,0,0
Youre remembering it wrong I was right,gen_771,0,0,0,0,0,1,0
Youre the reason everyone is miserable,gen_772,1,0,0,0,0,0,0
You deserve everything bad coming your way,gen_773,0,1,0,0,0,0,0
Your time is running out,gen_774,0,0,1,0,0,0,0
You made me act this way,gen_775,0,0,0,0,0,1,1
Youre just being paranoid again,gen_776,1,0,0,0,1,1,0
People like you dont belong here,gen_777,0,0,0,0,1,0,0
Youre dead if I ever see you,gen_778,0,0,1,0,0,0,0
One day youll regret crossing me,gen_779,1,0,1,0,1,0,0
Youre what happens when failure has a face,gen_780,0,0,0,1,0,0,0
Im doing this for your own good,gen_781,0,0,1,0,0,0,1
If you really loved me youd prove it,gen_782,0,0,0,0,0,0,1
Youre irrelevant and annoying,gen_783,0,0,0,1,0,0,0
You deserve everything bad coming your way,gen_784,0,1,0,0,0,0,0
Youre polluting our culture,gen_785,0,0,1,0,1,1,0
I will break everything you love,gen_786,0,0,1,0,0,0,0
No one takes you seriously for a reason,gen_787,0,0,0,1,1,0,0
You should be deported,gen_788,1,0,0,0,1,0,0
Your existence is offensive,gen_789,1,0,0,0,1,0,0
Your existence is offensive,gen_790,0,0,0,0,1,1,1
Youre so dumb its painful to watch,gen_791,1,0,0,0,0,0,0
Youre so fake its embarrassing,gen_792,0,0,0,1,0,0,0
People talk behind your back for a reason,gen_793,1,0,0,1,1,0,0
You made me act this way,gen_794,0,0,0,0,0,0,1
Youre too emotional calm down,gen_795,0,1,0,0,0,1,0
Go back to your own kind,gen_796,0,0,0,0,1,0,0
Im doing this for your own good,gen_797,0,0,0,0,0,0,1
Youre dead if I ever see you,gen_798,0,0,1,0,0,0,0
People laugh at you not with you,gen_799,0,0,0,1,0,0,0
